quote,author,filtered_tags
How to troubleshoot a faulty alternator? (Scenario 42),"Check the battery voltage, inspect the alternator belt for wear, test the alternator output with a multimeter, and replace if the voltage is below the recommended range.","['""Check""', '""battery""', '""voltage,""', '""inspect""', '""alternator""', '""belt""', '""wear,""', '""test""', '""alternator""', '""output""', '""multimeter,""', '""replace""', '""voltage""', '""recommended""', '""range.""']"
Procedure for replacing the car's exhaust manifold gasket. (Scenario 42),"Disconnect the battery, remove the exhaust manifold bolts, detach the old gasket, clean the surfaces, and install a new gasket. Reassemble and tighten the bolts to the correct torque specification.","['""Disconnect""', '""battery,""', '""remove""', '""exhaust""', '""manifold""', '""bolts,""', '""detach""', '""old""', '""gasket,""', '""clean""', '""surfaces,""', '""install""', '""new""', '""gasket.""', '""Reassemble""', '""tighten""', '""bolts""', '""correct""', '""torque""', '""specification.""']"
How to fix a leaking sunroof? (Scenario 42),"Inspect the sunroof seals for damage or debris, clean the tracks and drains, and replace any worn seals. Test for leaks by pouring water over the sunroof.","['""Inspect""', '""sunroof""', '""seals""', '""damage""', '""debris,""', '""clean""', '""tracks""', '""drains,""', '""replace""', '""worn""', '""seals.""', '""Test""', '""leaks""', '""pouring""', '""water""', '""sunroof.""']"
Instructions to replace a car's brake master cylinder. (Scenario 42),"Remove the brake fluid from the reservoir, disconnect the brake lines, unbolt the old master cylinder, install the new one, and bleed the brakes to remove air from the system.","['""Remove""', '""brake""', '""fluid""', '""reservoir,""', '""disconnect""', '""brake""', '""lines,""', '""unbolt""', '""old""', '""master""', '""cylinder,""', '""install""', '""new""', '""bleed""', '""brakes""', '""remove""', '""air""', '""system.""']"
How to check and replace the spark plug wires? (Scenario 42),"Remove the old spark plug wires one at a time to avoid mixing them up, inspect for wear or damage, and replace with new wires of the same length and type.","['""Remove""', '""old""', '""spark""', '""plug""', '""wires""', '""time""', '""avoid""', '""mixing""', '""inspect""', '""wear""', '""damage,""', '""replace""', '""new""', '""wires""', '""length""', '""type.""']"
What to do if the car's air conditioning is not cooling? (Scenario 42),"Check the refrigerant level, inspect the compressor and condenser for damage, check for leaks, and recharge the system with the correct refrigerant type if needed.","['""Check""', '""refrigerant""', '""level,""', '""inspect""', '""compressor""', '""condenser""', '""damage,""', '""check""', '""leaks,""', '""recharge""', '""correct""', '""refrigerant""', '""type""', '""needed.""']"
How to clean a mass airflow sensor? (Scenario 42),"Disconnect the battery, remove the sensor, spray the sensor with a specialized cleaner, allow it to dry completely, and reinstall the sensor. Do not touch the sensor element.","['""Disconnect""', '""battery,""', '""remove""', '""sensor,""', '""spray""', '""sensor""', '""specialized""', '""cleaner,""', '""allow""', '""dry""', '""completely,""', '""reinstall""', '""sensor.""', '""touch""', '""sensor""', '""element.""']"
Procedure for replacing a damaged radiator. (Scenario 42),"Drain the coolant, disconnect the radiator hoses, remove the radiator mounting bolts, install the new radiator, reconnect the hoses, refill with coolant, and check for leaks.","['""Drain""', '""coolant,""', '""disconnect""', '""radiator""', '""hoses,""', '""remove""', '""radiator""', '""mounting""', '""bolts,""', '""install""', '""new""', '""radiator,""', '""reconnect""', '""hoses,""', '""refill""', '""coolant,""', '""check""', '""leaks.""']"
How to adjust the car's seat belts? (Scenario 42),"Locate the seat belt adjustment points, loosen the bolts, adjust the belt to the desired position, and tighten the bolts securely.","['""Locate""', '""seat""', '""belt""', '""adjustment""', '""points,""', '""loosen""', '""bolts,""', '""adjust""', '""belt""', '""desired""', '""position,""', '""tighten""', '""bolts""', '""securely.""']"
Steps to replace a worn-out cabin air filter. (Scenario 42),"Open the glove compartment, remove the retaining clips, take out the old cabin air filter, and replace it with a new one. Reinstall the clips and close the glove compartment.","['""Open""', '""glove""', '""compartment,""', '""remove""', '""retaining""', '""clips,""', '""old""', '""cabin""', '""air""', '""filter,""', '""replace""', '""new""', '""one.""', '""Reinstall""', '""clips""', '""close""', '""glove""', '""compartment.""']"
How to diagnose a faulty oxygen sensor? (Scenario 42),"Check for diagnostic trouble codes (DTCs) using an OBD-II scanner, inspect the sensor and wiring for damage, and replace the sensor if faulty.","['""Check""', '""diagnostic""', '""trouble""', '""codes""', '""(DTCs)""', '""using""', '""OBD-II""', '""scanner,""', '""inspect""', '""sensor""', '""wiring""', '""damage,""', '""replace""', '""sensor""', '""faulty.""']"
Instructions to replace the timing chain tensioner. (Scenario 42),"Remove the timing cover, loosen the tensioner bolts, remove the old tensioner, install a new one, and adjust to the correct tension. Reassemble the engine components.","['""Remove""', '""timing""', '""cover,""', '""loosen""', '""tensioner""', '""bolts,""', '""remove""', '""old""', '""tensioner,""', '""install""', '""new""', '""adjust""', '""correct""', '""tension.""', '""Reassemble""', '""engine""', '""components.""']"
How to repair a damaged front bumper? (Scenario 42),"Remove the bumper cover, repair cracks or holes with filler, sand and smooth the surface, repaint if necessary, and reinstall the bumper cover.","['""Remove""', '""bumper""', '""cover,""', '""repair""', '""cracks""', '""holes""', '""filler,""', '""sand""', '""smooth""', '""surface,""', '""repaint""', '""necessary,""', '""reinstall""', '""bumper""', '""cover.""']"
What to do if the power steering pump is noisy? (Scenario 42),"Check the power steering fluid level, inspect the pump for leaks, replace the fluid if contaminated, and check the drive belt for proper tension.","['""Check""', '""power""', '""steering""', '""fluid""', '""level,""', '""inspect""', '""pump""', '""leaks,""', '""replace""', '""fluid""', '""contaminated,""', '""check""', '""drive""', '""belt""', '""proper""', '""tension.""']"
Procedure for replacing a faulty fuel injector. (Scenario 42),"Depressurize the fuel system, disconnect the electrical connectors, remove the fuel rail, replace the faulty injector, and reassemble in reverse order.","['""Depressurize""', '""fuel""', '""disconnect""', '""electrical""', '""connectors,""', '""remove""', '""fuel""', '""rail,""', '""replace""', '""faulty""', '""injector,""', '""reassemble""', '""reverse""', '""order.""']"
How to troubleshoot a car that stalls unexpectedly? (Scenario 42),"Check for fuel delivery issues, inspect the air intake system, test the ignition components, and check for any stored error codes using a diagnostic scanner.","['""Check""', '""fuel""', '""delivery""', '""issues,""', '""inspect""', '""air""', '""intake""', '""test""', '""ignition""', '""components,""', '""check""', '""stored""', '""error""', '""codes""', '""using""', '""diagnostic""', '""scanner.""']"
How to replace the windshield washer pump? (Scenario 43),"Disconnect the battery, locate the pump near the washer fluid reservoir, unplug the electrical connector, remove the old pump, and install a new one. Reconnect the wiring and test the pump.","['""Disconnect""', '""battery,""', '""locate""', '""pump""', '""near""', '""washer""', '""fluid""', '""reservoir,""', '""unplug""', '""electrical""', '""connector,""', '""remove""', '""old""', '""pump,""', '""install""', '""new""', '""one.""', '""Reconnect""', '""wiring""', '""test""', '""pump.""']"
What should I do if my car is pulling to one side? (Scenario 43),"Check the tire pressure, ensure even tire wear, inspect the wheel alignment, and adjust if necessary. If the problem persists, check the brakes and suspension components.","['""Check""', '""tire""', '""pressure,""', '""ensure""', '""tire""', '""wear,""', '""inspect""', '""wheel""', '""alignment,""', '""adjust""', '""necessary.""', '""problem""', '""persists,""', '""check""', '""brakes""', '""suspension""', '""components.""']"
How to install a new fuel filter? (Scenario 43),"Depressurize the fuel system, disconnect the fuel lines, remove the old filter, and replace it with a new one. Reconnect the fuel lines and check for leaks.","['""Depressurize""', '""fuel""', '""disconnect""', '""fuel""', '""lines,""', '""remove""', '""old""', '""filter,""', '""replace""', '""new""', '""one.""', '""Reconnect""', '""fuel""', '""lines""', '""check""', '""leaks.""']"
What are the steps to change the engine oil? (Scenario 43),"Warm up the engine, place the car on a level surface, remove the oil drain plug, drain the old oil, replace the oil filter, and refill with the recommended oil type.","['""Warm""', '""engine,""', '""place""', '""car""', '""level""', '""surface,""', '""remove""', '""oil""', '""drain""', '""plug,""', '""drain""', '""old""', '""oil,""', '""replace""', '""oil""', '""filter,""', '""refill""', '""recommended""', '""oil""', '""type.""']"
How to troubleshoot a faulty alternator? (Scenario 43),"Check the battery voltage, inspect the alternator belt for wear, test the alternator output with a multimeter, and replace if the voltage is below the recommended range.","['""Check""', '""battery""', '""voltage,""', '""inspect""', '""alternator""', '""belt""', '""wear,""', '""test""', '""alternator""', '""output""', '""multimeter,""', '""replace""', '""voltage""', '""recommended""', '""range.""']"
Procedure for replacing the car's exhaust manifold gasket. (Scenario 43),"Disconnect the battery, remove the exhaust manifold bolts, detach the old gasket, clean the surfaces, and install a new gasket. Reassemble and tighten the bolts to the correct torque specification.","['""Disconnect""', '""battery,""', '""remove""', '""exhaust""', '""manifold""', '""bolts,""', '""detach""', '""old""', '""gasket,""', '""clean""', '""surfaces,""', '""install""', '""new""', '""gasket.""', '""Reassemble""', '""tighten""', '""bolts""', '""correct""', '""torque""', '""specification.""']"
How to fix a leaking sunroof? (Scenario 43),"Inspect the sunroof seals for damage or debris, clean the tracks and drains, and replace any worn seals. Test for leaks by pouring water over the sunroof.","['""Inspect""', '""sunroof""', '""seals""', '""damage""', '""debris,""', '""clean""', '""tracks""', '""drains,""', '""replace""', '""worn""', '""seals.""', '""Test""', '""leaks""', '""pouring""', '""water""', '""sunroof.""']"
Instructions to replace a car's brake master cylinder. (Scenario 43),"Remove the brake fluid from the reservoir, disconnect the brake lines, unbolt the old master cylinder, install the new one, and bleed the brakes to remove air from the system.","['""Remove""', '""brake""', '""fluid""', '""reservoir,""', '""disconnect""', '""brake""', '""lines,""', '""unbolt""', '""old""', '""master""', '""cylinder,""', '""install""', '""new""', '""bleed""', '""brakes""', '""remove""', '""air""', '""system.""']"
How to check and replace the spark plug wires? (Scenario 43),"Remove the old spark plug wires one at a time to avoid mixing them up, inspect for wear or damage, and replace with new wires of the same length and type.","['""Remove""', '""old""', '""spark""', '""plug""', '""wires""', '""time""', '""avoid""', '""mixing""', '""inspect""', '""wear""', '""damage,""', '""replace""', '""new""', '""wires""', '""length""', '""type.""']"
What to do if the car's air conditioning is not cooling? (Scenario 43),"Check the refrigerant level, inspect the compressor and condenser for damage, check for leaks, and recharge the system with the correct refrigerant type if needed.","['""Check""', '""refrigerant""', '""level,""', '""inspect""', '""compressor""', '""condenser""', '""damage,""', '""check""', '""leaks,""', '""recharge""', '""correct""', '""refrigerant""', '""type""', '""needed.""']"
How to clean a mass airflow sensor? (Scenario 43),"Disconnect the battery, remove the sensor, spray the sensor with a specialized cleaner, allow it to dry completely, and reinstall the sensor. Do not touch the sensor element.","['""Disconnect""', '""battery,""', '""remove""', '""sensor,""', '""spray""', '""sensor""', '""specialized""', '""cleaner,""', '""allow""', '""dry""', '""completely,""', '""reinstall""', '""sensor.""', '""touch""', '""sensor""', '""element.""']"
Procedure for replacing a damaged radiator. (Scenario 43),"Drain the coolant, disconnect the radiator hoses, remove the radiator mounting bolts, install the new radiator, reconnect the hoses, refill with coolant, and check for leaks.","['""Drain""', '""coolant,""', '""disconnect""', '""radiator""', '""hoses,""', '""remove""', '""radiator""', '""mounting""', '""bolts,""', '""install""', '""new""', '""radiator,""', '""reconnect""', '""hoses,""', '""refill""', '""coolant,""', '""check""', '""leaks.""']"
How to adjust the car's seat belts? (Scenario 43),"Locate the seat belt adjustment points, loosen the bolts, adjust the belt to the desired position, and tighten the bolts securely.","['""Locate""', '""seat""', '""belt""', '""adjustment""', '""points,""', '""loosen""', '""bolts,""', '""adjust""', '""belt""', '""desired""', '""position,""', '""tighten""', '""bolts""', '""securely.""']"
Steps to replace a worn-out cabin air filter. (Scenario 43),"Open the glove compartment, remove the retaining clips, take out the old cabin air filter, and replace it with a new one. Reinstall the clips and close the glove compartment.","['""Open""', '""glove""', '""compartment,""', '""remove""', '""retaining""', '""clips,""', '""old""', '""cabin""', '""air""', '""filter,""', '""replace""', '""new""', '""one.""', '""Reinstall""', '""clips""', '""close""', '""glove""', '""compartment.""']"
How to diagnose a faulty oxygen sensor? (Scenario 43),"Check for diagnostic trouble codes (DTCs) using an OBD-II scanner, inspect the sensor and wiring for damage, and replace the sensor if faulty.","['""Check""', '""diagnostic""', '""trouble""', '""codes""', '""(DTCs)""', '""using""', '""OBD-II""', '""scanner,""', '""inspect""', '""sensor""', '""wiring""', '""damage,""', '""replace""', '""sensor""', '""faulty.""']"
Instructions to replace the timing chain tensioner. (Scenario 43),"Remove the timing cover, loosen the tensioner bolts, remove the old tensioner, install a new one, and adjust to the correct tension. Reassemble the engine components.","['""Remove""', '""timing""', '""cover,""', '""loosen""', '""tensioner""', '""bolts,""', '""remove""', '""old""', '""tensioner,""', '""install""', '""new""', '""adjust""', '""correct""', '""tension.""', '""Reassemble""', '""engine""', '""components.""']"
How to repair a damaged front bumper? (Scenario 43),"Remove the bumper cover, repair cracks or holes with filler, sand and smooth the surface, repaint if necessary, and reinstall the bumper cover.","['""Remove""', '""bumper""', '""cover,""', '""repair""', '""cracks""', '""holes""', '""filler,""', '""sand""', '""smooth""', '""surface,""', '""repaint""', '""necessary,""', '""reinstall""', '""bumper""', '""cover.""']"
What to do if the power steering pump is noisy? (Scenario 43),"Check the power steering fluid level, inspect the pump for leaks, replace the fluid if contaminated, and check the drive belt for proper tension.","['""Check""', '""power""', '""steering""', '""fluid""', '""level,""', '""inspect""', '""pump""', '""leaks,""', '""replace""', '""fluid""', '""contaminated,""', '""check""', '""drive""', '""belt""', '""proper""', '""tension.""']"
Procedure for replacing a faulty fuel injector. (Scenario 43),"Depressurize the fuel system, disconnect the electrical connectors, remove the fuel rail, replace the faulty injector, and reassemble in reverse order.","['""Depressurize""', '""fuel""', '""disconnect""', '""electrical""', '""connectors,""', '""remove""', '""fuel""', '""rail,""', '""replace""', '""faulty""', '""injector,""', '""reassemble""', '""reverse""', '""order.""']"
How to troubleshoot a car that stalls unexpectedly? (Scenario 43),"Check for fuel delivery issues, inspect the air intake system, test the ignition components, and check for any stored error codes using a diagnostic scanner.","['""Check""', '""fuel""', '""delivery""', '""issues,""', '""inspect""', '""air""', '""intake""', '""test""', '""ignition""', '""components,""', '""check""', '""stored""', '""error""', '""codes""', '""using""', '""diagnostic""', '""scanner.""']"
How to replace the windshield washer pump? (Scenario 44),"Disconnect the battery, locate the pump near the washer fluid reservoir, unplug the electrical connector, remove the old pump, and install a new one. Reconnect the wiring and test the pump.","['""Disconnect""', '""battery,""', '""locate""', '""pump""', '""near""', '""washer""', '""fluid""', '""reservoir,""', '""unplug""', '""electrical""', '""connector,""', '""remove""', '""old""', '""pump,""', '""install""', '""new""', '""one.""', '""Reconnect""', '""wiring""', '""test""', '""pump.""']"
What should I do if my car is pulling to one side? (Scenario 44),"Check the tire pressure, ensure even tire wear, inspect the wheel alignment, and adjust if necessary. If the problem persists, check the brakes and suspension components.","['""Check""', '""tire""', '""pressure,""', '""ensure""', '""tire""', '""wear,""', '""inspect""', '""wheel""', '""alignment,""', '""adjust""', '""necessary.""', '""problem""', '""persists,""', '""check""', '""brakes""', '""suspension""', '""components.""']"
How to install a new fuel filter? (Scenario 44),"Depressurize the fuel system, disconnect the fuel lines, remove the old filter, and replace it with a new one. Reconnect the fuel lines and check for leaks.","['""Depressurize""', '""fuel""', '""disconnect""', '""fuel""', '""lines,""', '""remove""', '""old""', '""filter,""', '""replace""', '""new""', '""one.""', '""Reconnect""', '""fuel""', '""lines""', '""check""', '""leaks.""']"
What are the steps to change the engine oil? (Scenario 44),"Warm up the engine, place the car on a level surface, remove the oil drain plug, drain the old oil, replace the oil filter, and refill with the recommended oil type.","['""Warm""', '""engine,""', '""place""', '""car""', '""level""', '""surface,""', '""remove""', '""oil""', '""drain""', '""plug,""', '""drain""', '""old""', '""oil,""', '""replace""', '""oil""', '""filter,""', '""refill""', '""recommended""', '""oil""', '""type.""']"
How to troubleshoot a faulty alternator? (Scenario 44),"Check the battery voltage, inspect the alternator belt for wear, test the alternator output with a multimeter, and replace if the voltage is below the recommended range.","['""Check""', '""battery""', '""voltage,""', '""inspect""', '""alternator""', '""belt""', '""wear,""', '""test""', '""alternator""', '""output""', '""multimeter,""', '""replace""', '""voltage""', '""recommended""', '""range.""']"
Procedure for replacing the car's exhaust manifold gasket. (Scenario 44),"Disconnect the battery, remove the exhaust manifold bolts, detach the old gasket, clean the surfaces, and install a new gasket. Reassemble and tighten the bolts to the correct torque specification.","['""Disconnect""', '""battery,""', '""remove""', '""exhaust""', '""manifold""', '""bolts,""', '""detach""', '""old""', '""gasket,""', '""clean""', '""surfaces,""', '""install""', '""new""', '""gasket.""', '""Reassemble""', '""tighten""', '""bolts""', '""correct""', '""torque""', '""specification.""']"
How to fix a leaking sunroof? (Scenario 44),"Inspect the sunroof seals for damage or debris, clean the tracks and drains, and replace any worn seals. Test for leaks by pouring water over the sunroof.","['""Inspect""', '""sunroof""', '""seals""', '""damage""', '""debris,""', '""clean""', '""tracks""', '""drains,""', '""replace""', '""worn""', '""seals.""', '""Test""', '""leaks""', '""pouring""', '""water""', '""sunroof.""']"
Instructions to replace a car's brake master cylinder. (Scenario 44),"Remove the brake fluid from the reservoir, disconnect the brake lines, unbolt the old master cylinder, install the new one, and bleed the brakes to remove air from the system.","['""Remove""', '""brake""', '""fluid""', '""reservoir,""', '""disconnect""', '""brake""', '""lines,""', '""unbolt""', '""old""', '""master""', '""cylinder,""', '""install""', '""new""', '""bleed""', '""brakes""', '""remove""', '""air""', '""system.""']"
How to check and replace the spark plug wires? (Scenario 44),"Remove the old spark plug wires one at a time to avoid mixing them up, inspect for wear or damage, and replace with new wires of the same length and type.","['""Remove""', '""old""', '""spark""', '""plug""', '""wires""', '""time""', '""avoid""', '""mixing""', '""inspect""', '""wear""', '""damage,""', '""replace""', '""new""', '""wires""', '""length""', '""type.""']"
What to do if the car's air conditioning is not cooling? (Scenario 44),"Check the refrigerant level, inspect the compressor and condenser for damage, check for leaks, and recharge the system with the correct refrigerant type if needed.","['""Check""', '""refrigerant""', '""level,""', '""inspect""', '""compressor""', '""condenser""', '""damage,""', '""check""', '""leaks,""', '""recharge""', '""correct""', '""refrigerant""', '""type""', '""needed.""']"
How to clean a mass airflow sensor? (Scenario 44),"Disconnect the battery, remove the sensor, spray the sensor with a specialized cleaner, allow it to dry completely, and reinstall the sensor. Do not touch the sensor element.","['""Disconnect""', '""battery,""', '""remove""', '""sensor,""', '""spray""', '""sensor""', '""specialized""', '""cleaner,""', '""allow""', '""dry""', '""completely,""', '""reinstall""', '""sensor.""', '""touch""', '""sensor""', '""element.""']"
Procedure for replacing a damaged radiator. (Scenario 44),"Drain the coolant, disconnect the radiator hoses, remove the radiator mounting bolts, install the new radiator, reconnect the hoses, refill with coolant, and check for leaks.","['""Drain""', '""coolant,""', '""disconnect""', '""radiator""', '""hoses,""', '""remove""', '""radiator""', '""mounting""', '""bolts,""', '""install""', '""new""', '""radiator,""', '""reconnect""', '""hoses,""', '""refill""', '""coolant,""', '""check""', '""leaks.""']"
How to adjust the car's seat belts? (Scenario 44),"Locate the seat belt adjustment points, loosen the bolts, adjust the belt to the desired position, and tighten the bolts securely.","['""Locate""', '""seat""', '""belt""', '""adjustment""', '""points,""', '""loosen""', '""bolts,""', '""adjust""', '""belt""', '""desired""', '""position,""', '""tighten""', '""bolts""', '""securely.""']"
Steps to replace a worn-out cabin air filter. (Scenario 44),"Open the glove compartment, remove the retaining clips, take out the old cabin air filter, and replace it with a new one. Reinstall the clips and close the glove compartment.","['""Open""', '""glove""', '""compartment,""', '""remove""', '""retaining""', '""clips,""', '""old""', '""cabin""', '""air""', '""filter,""', '""replace""', '""new""', '""one.""', '""Reinstall""', '""clips""', '""close""', '""glove""', '""compartment.""']"
How to diagnose a faulty oxygen sensor? (Scenario 44),"Check for diagnostic trouble codes (DTCs) using an OBD-II scanner, inspect the sensor and wiring for damage, and replace the sensor if faulty.","['""Check""', '""diagnostic""', '""trouble""', '""codes""', '""(DTCs)""', '""using""', '""OBD-II""', '""scanner,""', '""inspect""', '""sensor""', '""wiring""', '""damage,""', '""replace""', '""sensor""', '""faulty.""']"
Instructions to replace the timing chain tensioner. (Scenario 44),"Remove the timing cover, loosen the tensioner bolts, remove the old tensioner, install a new one, and adjust to the correct tension. Reassemble the engine components.","['""Remove""', '""timing""', '""cover,""', '""loosen""', '""tensioner""', '""bolts,""', '""remove""', '""old""', '""tensioner,""', '""install""', '""new""', '""adjust""', '""correct""', '""tension.""', '""Reassemble""', '""engine""', '""components.""']"
How to repair a damaged front bumper? (Scenario 44),"Remove the bumper cover, repair cracks or holes with filler, sand and smooth the surface, repaint if necessary, and reinstall the bumper cover.","['""Remove""', '""bumper""', '""cover,""', '""repair""', '""cracks""', '""holes""', '""filler,""', '""sand""', '""smooth""', '""surface,""', '""repaint""', '""necessary,""', '""reinstall""', '""bumper""', '""cover.""']"
What to do if the power steering pump is noisy? (Scenario 44),"Check the power steering fluid level, inspect the pump for leaks, replace the fluid if contaminated, and check the drive belt for proper tension.","['""Check""', '""power""', '""steering""', '""fluid""', '""level,""', '""inspect""', '""pump""', '""leaks,""', '""replace""', '""fluid""', '""contaminated,""', '""check""', '""drive""', '""belt""', '""proper""', '""tension.""']"
Procedure for replacing a faulty fuel injector. (Scenario 44),"Depressurize the fuel system, disconnect the electrical connectors, remove the fuel rail, replace the faulty injector, and reassemble in reverse order.","['""Depressurize""', '""fuel""', '""disconnect""', '""electrical""', '""connectors,""', '""remove""', '""fuel""', '""rail,""', '""replace""', '""faulty""', '""injector,""', '""reassemble""', '""reverse""', '""order.""']"
How to troubleshoot a car that stalls unexpectedly? (Scenario 44),"Check for fuel delivery issues, inspect the air intake system, test the ignition components, and check for any stored error codes using a diagnostic scanner.","['""Check""', '""fuel""', '""delivery""', '""issues,""', '""inspect""', '""air""', '""intake""', '""test""', '""ignition""', '""components,""', '""check""', '""stored""', '""error""', '""codes""', '""using""', '""diagnostic""', '""scanner.""']"
How to replace the windshield washer pump? (Scenario 45),"Disconnect the battery, locate the pump near the washer fluid reservoir, unplug the electrical connector, remove the old pump, and install a new one. Reconnect the wiring and test the pump.","['""Disconnect""', '""battery,""', '""locate""', '""pump""', '""near""', '""washer""', '""fluid""', '""reservoir,""', '""unplug""', '""electrical""', '""connector,""', '""remove""', '""old""', '""pump,""', '""install""', '""new""', '""one.""', '""Reconnect""', '""wiring""', '""test""', '""pump.""']"
What should I do if my car is pulling to one side? (Scenario 45),"Check the tire pressure, ensure even tire wear, inspect the wheel alignment, and adjust if necessary. If the problem persists, check the brakes and suspension components.","['""Check""', '""tire""', '""pressure,""', '""ensure""', '""tire""', '""wear,""', '""inspect""', '""wheel""', '""alignment,""', '""adjust""', '""necessary.""', '""problem""', '""persists,""', '""check""', '""brakes""', '""suspension""', '""components.""']"
How to install a new fuel filter? (Scenario 45),"Depressurize the fuel system, disconnect the fuel lines, remove the old filter, and replace it with a new one. Reconnect the fuel lines and check for leaks.","['""Depressurize""', '""fuel""', '""disconnect""', '""fuel""', '""lines,""', '""remove""', '""old""', '""filter,""', '""replace""', '""new""', '""one.""', '""Reconnect""', '""fuel""', '""lines""', '""check""', '""leaks.""']"
What are the steps to change the engine oil? (Scenario 45),"Warm up the engine, place the car on a level surface, remove the oil drain plug, drain the old oil, replace the oil filter, and refill with the recommended oil type.","['""Warm""', '""engine,""', '""place""', '""car""', '""level""', '""surface,""', '""remove""', '""oil""', '""drain""', '""plug,""', '""drain""', '""old""', '""oil,""', '""replace""', '""oil""', '""filter,""', '""refill""', '""recommended""', '""oil""', '""type.""']"
How to troubleshoot a faulty alternator? (Scenario 45),"Check the battery voltage, inspect the alternator belt for wear, test the alternator output with a multimeter, and replace if the voltage is below the recommended range.","['""Check""', '""battery""', '""voltage,""', '""inspect""', '""alternator""', '""belt""', '""wear,""', '""test""', '""alternator""', '""output""', '""multimeter,""', '""replace""', '""voltage""', '""recommended""', '""range.""']"
Procedure for replacing the car's exhaust manifold gasket. (Scenario 45),"Disconnect the battery, remove the exhaust manifold bolts, detach the old gasket, clean the surfaces, and install a new gasket. Reassemble and tighten the bolts to the correct torque specification.","['""Disconnect""', '""battery,""', '""remove""', '""exhaust""', '""manifold""', '""bolts,""', '""detach""', '""old""', '""gasket,""', '""clean""', '""surfaces,""', '""install""', '""new""', '""gasket.""', '""Reassemble""', '""tighten""', '""bolts""', '""correct""', '""torque""', '""specification.""']"
How to fix a leaking sunroof? (Scenario 45),"Inspect the sunroof seals for damage or debris, clean the tracks and drains, and replace any worn seals. Test for leaks by pouring water over the sunroof.","['""Inspect""', '""sunroof""', '""seals""', '""damage""', '""debris,""', '""clean""', '""tracks""', '""drains,""', '""replace""', '""worn""', '""seals.""', '""Test""', '""leaks""', '""pouring""', '""water""', '""sunroof.""']"
Instructions to replace a car's brake master cylinder. (Scenario 45),"Remove the brake fluid from the reservoir, disconnect the brake lines, unbolt the old master cylinder, install the new one, and bleed the brakes to remove air from the system.","['""Remove""', '""brake""', '""fluid""', '""reservoir,""', '""disconnect""', '""brake""', '""lines,""', '""unbolt""', '""old""', '""master""', '""cylinder,""', '""install""', '""new""', '""bleed""', '""brakes""', '""remove""', '""air""', '""system.""']"
How to check and replace the spark plug wires? (Scenario 45),"Remove the old spark plug wires one at a time to avoid mixing them up, inspect for wear or damage, and replace with new wires of the same length and type.","['""Remove""', '""old""', '""spark""', '""plug""', '""wires""', '""time""', '""avoid""', '""mixing""', '""inspect""', '""wear""', '""damage,""', '""replace""', '""new""', '""wires""', '""length""', '""type.""']"
What to do if the car's air conditioning is not cooling? (Scenario 45),"Check the refrigerant level, inspect the compressor and condenser for damage, check for leaks, and recharge the system with the correct refrigerant type if needed.","['""Check""', '""refrigerant""', '""level,""', '""inspect""', '""compressor""', '""condenser""', '""damage,""', '""check""', '""leaks,""', '""recharge""', '""correct""', '""refrigerant""', '""type""', '""needed.""']"
How to clean a mass airflow sensor? (Scenario 45),"Disconnect the battery, remove the sensor, spray the sensor with a specialized cleaner, allow it to dry completely, and reinstall the sensor. Do not touch the sensor element.","['""Disconnect""', '""battery,""', '""remove""', '""sensor,""', '""spray""', '""sensor""', '""specialized""', '""cleaner,""', '""allow""', '""dry""', '""completely,""', '""reinstall""', '""sensor.""', '""touch""', '""sensor""', '""element.""']"
Procedure for replacing a damaged radiator. (Scenario 45),"Drain the coolant, disconnect the radiator hoses, remove the radiator mounting bolts, install the new radiator, reconnect the hoses, refill with coolant, and check for leaks.","['""Drain""', '""coolant,""', '""disconnect""', '""radiator""', '""hoses,""', '""remove""', '""radiator""', '""mounting""', '""bolts,""', '""install""', '""new""', '""radiator,""', '""reconnect""', '""hoses,""', '""refill""', '""coolant,""', '""check""', '""leaks.""']"
How to adjust the car's seat belts? (Scenario 45),"Locate the seat belt adjustment points, loosen the bolts, adjust the belt to the desired position, and tighten the bolts securely.","['""Locate""', '""seat""', '""belt""', '""adjustment""', '""points,""', '""loosen""', '""bolts,""', '""adjust""', '""belt""', '""desired""', '""position,""', '""tighten""', '""bolts""', '""securely.""']"
Steps to replace a worn-out cabin air filter. (Scenario 45),"Open the glove compartment, remove the retaining clips, take out the old cabin air filter, and replace it with a new one. Reinstall the clips and close the glove compartment.","['""Open""', '""glove""', '""compartment,""', '""remove""', '""retaining""', '""clips,""', '""old""', '""cabin""', '""air""', '""filter,""', '""replace""', '""new""', '""one.""', '""Reinstall""', '""clips""', '""close""', '""glove""', '""compartment.""']"
How to diagnose a faulty oxygen sensor? (Scenario 45),"Check for diagnostic trouble codes (DTCs) using an OBD-II scanner, inspect the sensor and wiring for damage, and replace the sensor if faulty.","['""Check""', '""diagnostic""', '""trouble""', '""codes""', '""(DTCs)""', '""using""', '""OBD-II""', '""scanner,""', '""inspect""', '""sensor""', '""wiring""', '""damage,""', '""replace""', '""sensor""', '""faulty.""']"
